id,msbase,ms1800,ms1815,ms1830,ms1845,ms1900,ms1915,ms1930,ms1945,ms2000,ms2015,ms2030,ms2045,ms2100,ms2115,speedlimit
9477,,,,,,,,,,,,,,,,20
9478,,,,,,,,,,,,,,,,20
9479,13,,22,16,14,,20,16,,15,19,18,11,7,9,35
9480,17,,18,,,,,,,,,,,,,35
9481,,,,,,,,,,,,,,,,35
9482,7,,23,14,13,,,9,,11,13,9,13,2,5,35
9483,,,,,,,,,,,,,,,,35
9484,,,,,,,,,,,,,,,,35
9485,6,,,11,,,13,3,,,,,27,7,,35
9486,,2,,,,,,,,,,,,,,35
9487,,,,,,,,,,,,,,,,35
9488,13,,,5,,,,9,,,,,,,,30
9489,,,,,,,,,,,,,,,,35
9490,12,,,,,,,9,,,,,,,,30
9491,,,20,,,,,,,26,,,,,,35
9492,,,,,,,,,,,,,,,,35
9493,11,21,,,,,,,,,,,,,,30
9494,10,,,5,,,,9,14,,,,39,,,35
9495,,,,,,,,,,,,,,,,35
9496,13,,,,,,,,,,,,,,,30
9497,,,20,,,,,,,23,,,,,,35
9498,,,,,,,,,,,,,,,,35
9499,,,,,,,,,,,,,,,,30
9500,,,,,,,,,,,,,,,,35
9501,,35,29,40,35,37,27,44,,,,,,,,30
9502,31,28,,,,,,,33,15,13,34,27,17,43,50
9503,,,,,,,,,,,,,,,,35
9504,10,21,,,,,,,,,,,,,,30
9505,10,26,14,,,,,14,14,,,,39,,,35
9506,,,,,,,,,,,,,,,,35
9507,22,,,,,,,,,,,,,,,30
9508,,,24,,,,,,,18,,,,,,35
9509,,,,,,,,,,,,,,,,60
9510,26,32,30,27,33,35,42,35,27,40,31,38,27,38,37,50
9511,,,,,,,,,,,,,,,,60
9512,22,27,21,21,30,21,26,31,32,31,,31,28,21,37,50
9513,,,,,,,,,,,,,,,,35
9514,,,,,,,,,,,,,,,,35
9515,17,,18,,,,,,,10,,,,,,35
9516,,,,,,,,,,,,,,,,35
9517,,,,,,,,,,,,,,,,35
9518,20,,29,18,13,,20,22,,20,22,20,11,7,11,35
9519,,24,,,,,,,,,,,,,,35
9520,,,,,,,,,,,,,,,,35
9521,10,14,14,17,16,,30,16,20,34,28,19,,24,12,50
9522,,,,,,,,,,,,,,,,35
9523,,,,,,,,,,,,,,,,35
9524,28,26,,,,,,,,,,,,,,30
9525,49,,,63,45,57,,54,54,61,57,53,,,,60
9526,,,,,,,,,,,,,,,,30
9527,26,,23,,,,,,,,,,,,,30
9528,48,63,65,56,63,,,,,53,,,55,,,60
9529,21,24,21,,,,,26,,,,,,,,30
9530,41,,,52,39,42,,51,46,54,51,49,,,,60
9531,27,,26,,,,,,,,,,,,,30
9532,89,88,89,87,94,101,101,83,87,100,91,107,97,88,92,100
9533,22,27,22,,,,,28,,,,,,,,30
9534,45,63,57,56,63,,,,,52,,,55,,,60
9535,25,31,,,,,,,,,,,,,,30
9536,,,,,,,,,,,,,,,,30
9537,43,,,52,40,43,,48,45,54,44,46,,,,60
9538,,,,,,,,,,,,,,,,30
9539,,,2,,,,,10,,,,,,,,30
9540,6,23,,,,,,,,,,,,5,,35
9541,,30,,,,,,,,,,,,,,30
9542,20,,,,,,,20,,,,,,,,30
9543,11,34,29,,,,,,,,,,,9,,20
9544,,,,,,,,,,,,,,,,30
9545,,22,,,,,,,,,,,,,,30
9546,,,,,,,,,,,,,,,,30
9547,,,,,,,,,,,,,,,,30
9548,20,34,24,,,,,28,,,,,,,,30
9549,25,,,,,,,,,,,,,,,30
9550,18,14,9,14,19,29,22,18,20,,,29,,22,30,50
9551,10,38,26,37,,,7,2,43,,,9,5,,,50
9552,29,46,43,,45,,26,49,,,,43,,29,,50
9553,,,,,,,,,,,,,1,,,20
9554,,,,,,,,,,,,,,,,30
9555,93,32,58,14,27,61,77,13,10,74,79,84,85,98,102,100
9556,25,,25,23,29,,47,27,33,9,32,27,35,67,33,50
9557,42,40,46,38,49,47,,,,,,33,44,,45,50
9558,,,,,,,,,,,,,,,,20
9559,,,,,,,,,,,,,,,,35
9560,,,,,,,,,,,,,,,,35
9561,45,50,51,41,58,52,,,,,,48,46,,49,50
9562,,,,,,,,,,,,,,,,30
9563,33,31,53,11,30,28,42,35,26,,,37,,29,34,50
9564,,,,,,,,,,,,,,,,35
9565,,,,,,,,,,,,,,,,35
9566,9,,,,,,,,,,,,,,,20
9567,41,46,38,,44,,34,41,,,,69,,29,,50
9568,13,12,8,27,12,,23,17,26,38,32,27,29,19,36,50
9569,26,41,26,32,,,9,15,42,,,24,35,,,50
9570,91,97,96,98,94,95,93,97,92,89,88,88,98,101,122,100
9571,9,12,17,27,10,,45,11,39,38,32,19,26,37,36,50
9572,85,13,12,6,6,6,,,,,2,21,86,75,111,100
9573,22,25,34,25,24,21,29,27,30,30,29,30,31,33,34,50
9574,51,58,61,48,64,56,,,,,,59,54,,50,80
9575,89,61,74,17,43,43,21,11,23,65,74,79,81,88,101,100
9576,14,8,8,8,11,12,22,13,16,16,19,22,8,17,17,50
9577,27,33,21,24,,,25,28,30,,,14,33,,,50
9578,29,35,26,,27,,20,29,,,,43,,23,,50
9579,,,,,,,,,,,,,,,,30
9580,31,34,58,11,56,32,43,36,27,,,37,,34,40,50
9581,,,,,,,,,,,,,,,,30
9732,,,,,,,,,,,,,,,,20
9582,97,24,26,21,19,16,14,10,7,9,12,20,29,51,102,100
9583,57,6,18,11,7,7,8,7,10,5,11,54,50,60,65,70
9584,,,,,,,,,,,,,,,,30
9585,9,12,35,27,11,,45,11,12,38,32,24,27,39,36,50
9586,,,,,,,,,,,,,,,,30
9587,91,43,56,10,37,54,51,13,16,67,80,83,85,91,102,100
9588,87,63,73,13,40,42,17,11,29,68,75,78,82,88,100,100
9589,,,,,,,,,,,,,,,,20
9590,,,,,,,,,,,,,,,,20
9591,,,,,,,,,,,,,,,,60
9592,,,,,,,,,,,,,,,,60
9593,,,,,,,,,,,,,,,,20
9594,,,,,,,,,,,,,,,,20
9595,6,,,,,,,21,,,,,,22,,20
9596,,,,,,,,,,,,,,,,30
9597,,,,,,,,,,,,,,,,30
9598,20,19,,,,,15,3,16,,,,7,,,35
9599,,,,,,,,,,,,,,,,30
9600,10,,24,,,,,,,,,23,,,,20
9601,,,,,,,,,,,,,,,,30
9602,18,,,,,31,,,,,,29,,,,20
9603,20,29,31,14,25,16,14,10,15,18,14,27,27,15,17,50
9604,,,,,,,,,,,,,,,,30
9605,35,,,,,33,,,,20,,46,,,,20
9606,,,,,,,,,,,,,,,,20
9607,,,,,,,,,,,,,,,,30
9608,22,,24,,,,,,,,,37,,,,20
9609,,,,,,,,,,,,,,,,20
9610,,,,,,,,,,,,,,,,30
9611,,,,,,,,,,,,,,,,30
9612,10,13,18,8,20,,51,31,20,27,27,25,30,19,19,50
9613,50,55,61,43,64,58,,,,,,52,56,,54,50
9614,,,,,,,,,,,,,,,,50
9615,5,,,19,,,4,35,,,,,39,13,,35
9616,28,49,43,,47,,14,47,,,,43,,5,,50
9617,9,,18,8,45,,51,31,,,32,16,30,19,19,50
9618,24,35,30,40,,,29,35,51,,,11,29,,,50
9619,,,,,,,,,,,,,,,,20
9620,,,,,,,,,,,,,,,,20
9621,16,,24,19,23,,,,20,27,27,25,,33,19,50
9622,22,26,31,8,34,,45,28,41,22,32,26,39,31,38,50
9623,,,,,,,,,,,,,,,,50
9624,14,31,17,10,16,29,21,28,16,,,,,14,30,50
9625,43,42,47,38,51,48,,,,,,41,46,,45,50
9626,97,88,99,132,101,122,109,97,94,110,100,100,98,92,94,100
9627,28,17,24,19,29,,,25,21,32,30,25,,37,26,50
9628,,,,,,,,,,,,,,,,30
9629,63,87,64,67,62,54,64,15,52,77,61,65,,61,77,100
9630,20,29,28,36,16,24,23,26,17,18,22,27,27,14,17,50
9631,,,,,,,,,,,,,,,,30
9632,85,64,73,12,39,42,15,15,23,69,74,78,83,88,101,100
9633,9,,18,8,45,,51,31,,,32,16,30,19,19,50
9634,,,,,,,,,,,,,,,,30
9635,85,65,73,13,30,42,13,14,22,69,75,78,83,88,99,100
9636,,,,,,,,,,,,,,,,30
9637,,,,,,,,,,,,,,,,30
9638,,,,,,,,,,,,,,,,30
9639,,,,,,,,,,,,,,,,30
9640,40,,,,,,,,,,,,,,,30
9641,,,,,,,1,,,,,,,,,30
9642,,,,,,,,,,,,,,,,30
9643,,,,,,,,,,,,,,,,30
9644,,,,,,,,,,,,,,,,30
9645,,,,,,,,,,,,,,,,30
9646,24,,,,,,,,,,,,,,,30
9647,,,,,,,,8,,,,,,,,30
9648,,,,,,,,,,,,,,,,30
9649,,,,,,,,,,,,,,,,30
9650,40,13,24,27,39,33,43,35,37,42,37,44,39,41,45,50
9651,,,,,,,,,,,,,,,,30
9652,49,28,34,51,48,49,52,42,49,52,49,44,46,50,59,50
9653,,,,,,,,,,,,,,,,30
9654,41,13,7,6,11,10,9,13,6,,13,22,27,51,53,50
9655,30,52,43,,45,,42,48,,,,43,,28,,50
9656,39,36,38,47,,,40,34,53,,,41,59,,,50
9657,,,,,,,,12,,,,,,,,30
9658,24,,,,,,,,,,,,,,,30
9659,28,52,43,,47,,28,47,,,,43,,19,,50
9660,41,36,32,46,,,42,39,51,,,37,57,,,50
9661,,,,,,,,,,,,,,,,30
9662,,,,,,,,,,,,,,,,30
9663,,,,,,,,,,,,,,,,30
9664,,,,,,,,,,,,,,,,30
9665,,,,,,,,,,,,,,,,30
9666,,,,,,,,,,,,,,,,30
9667,101,15,12,7,13,84,109,100,111,105,105,104,108,105,105,100
9668,70,72,65,,36,68,79,64,59,66,85,66,69,67,,80
9669,68,9,58,4,6,4,9,7,8,55,79,81,65,75,78,80
9670,,,,,,,,,,,,,,,,30
9671,65,65,75,,36,63,74,67,67,62,85,62,64,64,,80
9672,,,,,,,,,,,,,,,,30
9673,7,2,5,9,5,4,3,12,17,18,32,13,27,13,24,50
9674,,,,,,,,,,,,,,,,30
9675,69,72,60,,36,66,75,61,54,60,83,69,67,61,,80
9676,,,,,,,,,,,,,,,,30
9677,68,9,52,27,58,14,39,34,6,31,74,78,64,68,74,80
9678,17,7,8,7,7,8,10,4,16,38,6,37,39,32,30,50
9679,50,58,64,54,72,64,60,,,,,59,54,,58,50
9680,,,,,,,,,,,,,,,,35
9681,,,,,,,,,,,,,,,,50
9682,,,,,,,,,,,,,,,,35
9683,,,,,,,,,,,,,,,,30
9684,67,68,61,,84,64,76,58,54,60,81,73,64,67,,80
9685,,,,,,,,,,,,,,,,30
9686,65,14,55,11,26,32,41,33,5,16,73,75,61,65,69,80
9687,28,10,7,4,8,9,7,10,22,,,37,6,28,38,50
9688,,,,,,,,,,,,,,,,30
9689,68,71,60,,80,66,76,61,54,60,83,75,67,61,,80
9690,,,,,,,,,,,,,,,,30
9691,66,,,28,32,,,32,4,31,74,78,64,67,75,80
9692,,9,6,10,7,8,13,15,,38,5,,39,,36,35
9693,73,,,,,,,,,,,,,,,30
9694,46,5,47,11,6,4,4,12,5,8,60,48,51,45,69,50
9695,29,9,55,27,58,29,39,32,19,38,8,37,39,25,36,50
9696,97,101,100,104,104,102,100,97,104,99,100,100,101,99,98,100
9697,64,62,64,,79,63,70,57,54,67,79,70,61,71,,50
9698,63,9,54,27,58,28,39,34,5,9,67,61,61,61,64,50
9699,23,9,59,13,10,15,10,8,16,38,6,37,39,18,36,50
9700,,,,,,,,,,,,,,,,30
9701,11,,,,,,,,34,,,,,,,20
9702,,,,,,,,,,,,,,,,30
9703,38,33,24,42,36,,6,37,36,41,19,31,,50,39,50
9704,56,,1,,,,,,,,,,,,,30
9705,22,10,3,9,5,6,31,14,25,29,32,31,27,27,42,50
9706,18,16,,,,,,,17,,,,,,,20
9707,101,13,9,10,13,78,110,101,111,107,105,106,110,105,106,100
9708,18,5,5,22,5,5,31,5,29,18,32,30,30,22,36,50
9709,47,,4,,,,,,,,,,,,,30
9710,94,39,24,40,34,,7,32,100,97,97,101,101,101,100,100
9711,31,97,97,98,101,101,101,100,35,41,19,25,,49,38,50
9712,,,,,,,,,,,,,,,,30
9713,73,,,,,,,,,,,,,,,30
9714,55,53,57,50,65,52,,,,,,57,56,,53,100
9715,,,,,,,,,,,,,,,,30
9716,,,,,,,,,,,,,,,,30
9717,,,,,,,,,,,,,,,,30
9718,,,,,,,,,,,,,,,,30
9719,25,,,,,36,20,,,,25,,,33,,20
9720,,,,,,,24,,,,26,,,12,,20
9721,,,,,,,,,,,,,,,,20
9722,,,,,,,,,,,,,,,,20
9723,,,,,,,16,,,,26,,,22,,20
9724,23,,,,,21,21,,,,16,,,33,,20
9725,,,,,,,,,,,,,,,,30
9726,67,60,53,53,50,57,48,50,57,52,,,,,95,50
9727,23,31,,,,,,,,,,,,,,30
9728,,,,,,,43,,,,17,,,,,20
9729,23,,,,,7,6,,,,15,,,33,,20
9730,66,59,56,54,52,56,50,43,56,53,,,,22,95,50
9731,23,8,8,13,8,15,16,10,5,19,11,9,20,39,34,45
9733,,,,,,,,,,,,,,,,20
9734,,,,,,,,,,,,,,,,20
9735,,,,,,,,,,,,,,,,20
9736,,,,,,,,,,,,,,,,30
9737,,,,,,,,,,,,,,,,20
9738,,,,,,,,,,,,,,,,30
9739,,,,,,,,,,,,,,,,20
9740,,,,,,,,,,,,,,,,30
9741,,,,,,,,,,,,,,,,20
9742,,,,,,,,,,,,,,,,30
9743,,,,,,,,,,,,,,,,20
9744,,,,,,,,,,,,,,,,30
9745,26,,,,,29,17,,,,25,,,33,,20
9746,,,,,,,,,,,,,,,,30
9747,,,,,,,24,,,,24,,,14,,20
9748,,,,,,,,,,,,,,,,20
9749,,,,,,,,,,,,,,,,30
9750,,,,,,,,,,,,,,,,20
9751,,,,,,,,,,,,,,,,30
9752,,,,,,,,,,,,,,,,20
9753,,,,,,,,,,,,,,,,30
9754,,,,,,,,,,,,,,,,20
9755,,,,,,,,,,,,,,,,30
9756,,,,,,,,,,,,,,,,35
9757,31,20,29,23,25,18,25,28,29,31,25,44,34,32,32,45
9758,,,,,,,,,,,,,,,,35
9759,,,,,,,,,,,,,,,,30
9760,72,71,71,67,65,64,69,18,1,4,4,65,,71,64,80
9761,,,,,,,,,,,,,,,,30
9762,35,10,10,5,6,5,5,5,6,,10,8,15,33,31,50
9763,11,,,,,,,,,,,,,,,30
9764,,,,,,,,,,,,,,,,30
9765,,,,,,10,,27,,,,,,,,45
9766,,,,,,,,,,,,,,,,30
9767,76,70,73,70,68,65,70,68,,4,8,73,,73,66,80
9768,27,18,25,23,25,19,27,27,25,29,25,44,29,30,32,45
9769,77,87,77,70,84,61,72,83,75,83,74,69,75,79,71,80
9770,21,,,,,,34,35,,,,,,,,30
9771,,,,,,,,,,,,,,,,20
9772,69,70,66,62,75,88,76,77,57,70,75,59,66,67,63,80
9773,31,,,,,,,32,,,,,,4,,30
9774,38,,,,,,,,,,,,,,,20
9775,,,,,,,,35,,,,,,14,,30
9776,66,57,57,58,45,46,59,3,,2,4,12,,64,62,80
9777,20,,,,,,32,,,,,,,,,30
9778,28,15,18,13,25,28,36,32,29,30,24,44,32,33,29,50
9779,,,,,,,,,,,,,,,,30
9780,73,77,68,67,75,75,82,81,64,74,72,65,73,73,62,80
9781,,,,,,,,,,,,,,,,30
9782,,,,,,,,,,,,,,,,30
9783,69,65,69,60,55,56,63,5,6,4,8,10,,67,66,80
9784,44,14,15,6,6,7,12,6,5,,17,13,20,42,43,50
9785,,,,,,,26,,,,,,,,,30
9786,42,,,3,4,3,4,3,,,23,,,33,42,50
9787,23,,,,,,,37,,,,,,42,,30
9788,54,51,44,43,43,42,43,48,,45,,,,44,95,50
9789,17,,,,,,,,,,,,,,,30
9790,54,,,55,57,40,7,53,,,37,,,,41,50
9791,25,26,,,,,,,,,,,,,,30
9792,,,,,,,,,,,,,,,,30
9793,,,,,,,,,,,,,,,,30
9794,,,,,,,,,,,,,,,,30
9795,24,14,9,13,13,15,15,10,5,21,11,9,20,39,34,45
9796,5,,,,,,,,,,,,,,,30
9797,42,45,39,37,32,37,37,41,35,42,33,44,42,46,40,50
9798,,,,,,,,,,,,,,,,30
9799,34,20,18,19,17,21,19,35,,9,,,,28,34,45
9800,,,,,,,,,,,,,,,,30
9801,,,,,,,,,,,,,,,,30
9802,,,,,,,,,,,,,,,,30
9803,,,,,,,,,,,,,,,,30
9804,53,,,32,50,15,6,42,,,31,,,33,41,50
9805,,,,,,,,,,,,,,,,30
9806,9,,,,,,,,,,,,,,,30
9807,,,,,,,,,,,,,,,,30
9808,,,,,,,,,,,,,,,,30
9809,25,9,9,10,4,4,3,7,6,,6,7,19,33,8,45
9810,,24,,,,,,,,,,,,,,30
9811,30,,,,,,,31,,,,,,38,,30
9812,,,,,,,,,,,,,,,,30
9813,,,,,,,,,,,,,,,,30
9814,29,25,,,,,,,,,,,,,,30
9815,31,,,,,,,36,,,,,,39,,30
9816,,,,,,,,,,,,,,,,30
9817,32,,,,,,,,,,,,,42,,30
9818,30,,,,,,,,,,,,,,,30
9819,,,,,,,,,,,,,,,,30
9820,13,,,,,,,,,,,,,,,30
9821,,,,,,,,,,,,,,,,30
9822,23,,,,,,,8,,,,,,,,30
9879,45,45,33,,,29,41,,47,,,57,,,,50
9823,,,,,,,,,,,,,,,,30
9824,,,,,,,,,,,,,,,16,30
9825,34,,,,,,,,,,,,,43,,30
9826,32,,,,,,,,,,,,,,29,30
9827,26,,,,,,,,,,,,,,33,30
9828,30,,,,,,,,,,,,,37,,30
9829,26,,,,,,,,,,,,,,,30
9830,,,,,,,,,,,,,,,,30
9831,34,,,,,,,,,,,,,,32,30
9832,29,,,,,,,,,,,,,39,,30
9833,,,,,,,,,,,,,,,,30
9834,,,,,,,,,,,,,,,,30
9835,18,,,,,,,,,,,,,,,30
9836,,,,,,,,,,,,,,,,30
9837,19,,,,,,,,,,,,,,,30
9838,,,,,,,,,,,,,,,,30
9839,18,,,,,,,,,,,,,,,30
9840,,,,,,,,,,,,,,,,30
9841,,,,,,,,,,,,,,,,30
9842,21,,,,,,,,,,,,,,,30
9843,,,,,,,,,,,,,,,,30
9844,21,,,,,,,,,,,,,,,30
9845,23,,,,,,,,,,,,,,,30
9846,,,,,,,,,,,,,,,,20
9847,,,,,,,,,,,,,,,,30
9848,,,,,,,,,,,,,,,,20
9849,,,,,,,,,,,,,,,,30
9850,,,,,,,24,,,,24,,,14,,20
9851,,,,,,,,,,,,,,,,30
9852,26,,,,,30,19,,,,25,,,33,,20
9853,18,,,,,,,,,,,,,27,,30
9854,,,,,,,,,,,,,,,,20
9855,23,,,,,,,,,,,,,,28,30
9856,,,,,,,,,,,,,,,,20
9857,,,,,,,,,,,,,,,,30
9858,,,,,,,,,,,,,,,,20
9859,,,,,,,,,,,,,,,,20
9860,,,,,,,,,,,,,,,,30
9861,26,,,,,,,,,,,,,,,30
9862,,,,,,,,,,,,,,,,30
9863,26,,,,,,,,,,,,,,,30
9864,,,,,,,,,,,,,,,,30
9865,,,,,,,,,,,,,,,,30
9866,33,41,55,,36,22,,30,,,,42,30,,39,50
9867,34,32,34,,27,28,43,,38,,,37,,,40,50
9868,38,33,37,,33,30,42,,50,,,44,,,42,50
9869,35,42,55,,44,23,,40,,,,41,30,,40,50
9870,35,29,40,,32,53,6,29,,,,,43,33,27,30
9871,26,31,19,37,,40,18,40,,,,23,47,,,30
9872,,,,,,,,,,,,,,,,30
9873,,,,,,20,,,,,,,,,,30
9874,,,,,,,,,31,,,,,,,30
9875,22,,,,,,,,,,,,,,,30
9876,22,,,,,20,,,,,,,,,,30
9877,14,,10,,,,8,,,,,,,,,30
9878,,,,,,21,,,,,,,,,,30
9880,41,45,45,,47,,,26,,,,,34,43,42,50
9881,40,45,49,,41,,,44,,,,,30,43,45,50
9882,48,29,26,,,46,47,,44,,,54,,,44,50
9883,3,,21,,,,,,,,,,,,,30
9884,,,,,,,,,,,,,,,,30
9885,38,45,48,,43,,,43,,,,,33,43,43,50
9886,44,25,27,,,43,42,,46,,,55,,,,50
9887,,,,,,,,,31,,,,,,,30
9888,,,,,,23,,,,,,,,,,30
9889,47,20,26,,,46,47,,44,,,54,,,44,50
9890,40,45,49,,41,,,44,,,,,30,43,45,50
9891,29,30,55,,29,22,,28,,,,42,30,,38,50
9892,33,32,22,,27,24,47,,38,,,37,,,39,50
9893,,,,,,,,,,,,,,,,30
9894,,,,,,,,,,,,,,,,30
9895,45,35,30,,,39,51,,48,,,50,,,43,50
9896,38,41,48,,47,,,41,,,,,30,33,41,50
9897,82,88,74,79,82,79,115,79,,78,83,81,77,76,55,70
9898,82,86,77,81,80,79,104,78,,78,83,84,77,75,65,70
9899,,,,,,,,,,,,,,,,30
9900,,,,,,,,,,,,,,,,30
9901,72,77,74,71,,74,75,75,,73,73,,,70,72,70
9902,,,,,,,,,,,,,,,,30
9903,,,,,,,,,,,,,,,,35
9904,,,,,,,,,,,,,,,,30
9905,,,,,,,,,,,,,,,,35
9906,,,,,,,,,,,,,,,,30
9907,,,,,,,,,,,,,,,,30
9908,29,,,,,,,26,,,,,,,,30
9909,27,,,,,,,,24,,,,,,,30
9910,74,80,76,87,74,,76,78,,78,76,,,,71,70
9911,,,,,,,,,,,,,,,,30
9912,,,,,,,,,,,,,,,,35
9913,,,,,,,,,,,,,,,,30
9914,,,,,,,,,,,,,,,,35
9915,25,,,,,,,,24,,,,,,,30
9916,27,,,,,,,20,,,,,,,,30
9917,27,,,,,,,23,,,,,,,,30
9918,,,,,,,,,,,,,,,,35
9919,27,,,,,,,,19,,,,,,,30
9920,,,,,,,,,,,,,,,,35
9921,24,,,,,,,,,,,,,,,80
9922,,,,,,,,,,,,,,,,30
9923,33,,,,,,,,,,,,,,,50
9924,24,,,,,,,,,,,,,,,80
9925,,,,,,,,,,,,,,,,30
9926,36,,25,24,,,4,,,,,,,,,50
9927,,,,,,,,,,,,,,,,60
9928,7,,,,,,,,,,,,,,,30
9929,4,,,,,,,,,,,,,,,50
9930,,,,,,,,,,,,,,,,60
9931,,,,,,,,,,,,,,,,30
9932,68,,,,,,,,,,,,,,,50
9933,33,,,,,,,,,,,,,,,80
9934,31,,,,,,,,,,,,,,,80
9935,74,78,72,79,,73,76,80,,77,74,,,69,75,70
9936,28,36,32,,32,34,28,35,37,37,33,,37,,,50
9937,,,,,,,,,,,,,,,,35
9938,28,37,37,36,34,,30,,38,36,,,36,42,,50
9939,,,,,,,,,,,,,,,,35
9940,,,,,,,,,,,,,30,,,30
9941,32,,26,,2,,,11,,,,,,,,50
9942,32,28,,,,,,,,,,,,,,30
9943,,,,,,,,17,,,,,,,,50
9944,31,,24,,0,,,11,,,,,,,,50
9945,,,,,,,,18,,,,,,,,50
9946,29,32,30,35,35,,42,,39,29,,,35,32,,50
9947,44,49,50,,,,,29,45,,,,,,,35
9948,26,34,31,,32,33,23,35,37,37,33,,32,,,50
9949,50,48,50,54,48,58,55,65,57,49,58,67,53,47,49,50
9950,53,,50,,,,,,,,,,,,,35
9951,51,53,55,50,50,50,57,51,52,51,54,69,65,50,53,50
9952,51,54,49,46,48,47,34,45,50,52,45,72,68,38,52,50
9953,42,,26,,10,,,5,,,,,,,,50
9954,44,,,36,,,,,,,,,,,,50
9955,52,47,49,49,54,58,54,68,59,52,54,73,52,48,49,50
9956,,,,,,,,,,,,,,,,30
9957,24,,8,,2,,,9,,,,,,,,50
9958,,,,,,,,,,,,,,,,30
9959,,,,,,,,18,,,,,,,,50
9960,,,,,,,,,,,,,,,,30
9961,,,,13,,,,,,10,,,,,36,35
9962,,,,,,,,,,,,,,,,30
9963,,,,,8,,,20,,13,4,,,,,35
9964,19,6,,13,,,,,24,8,,,,,16,35
9965,,40,,,14,,,31,,13,26,,,,,35
9966,56,50,49,60,53,53,63,8,50,56,68,84,78,53,63,50
9967,,,,,,,,,,,,,,,,30
9968,52,39,50,32,39,56,47,48,51,49,36,73,37,60,47,50
9969,,,,,,,,,,,,,,,,30
9970,15,38,,28,,,,,10,22,,,,,40,35
9971,,40,,,42,,,39,,13,43,,,,,35
9972,52,40,55,26,35,56,32,28,63,50,25,84,28,78,46,50
9973,,,,,,,,,,,,,,,,30
9974,11,19,,21,,,,,10,22,,,,,15,35
9975,,,,,,,,,,,,,,,,30
9976,,40,,,42,,,39,,13,43,,,,,35
9977,,,,,,,,,,,,,,,,30
9978,,,,,,,,,,,,,,,,35
9979,,,,,,,,,,,,,,,,30
9980,,,,,,,,,,,,,,,,35
9981,,,,,,,,,,,,,,,,20
9982,,,,,,,,,,,,,,,,30
9983,,29,,,30,,,2,,33,47,,,,,35
9984,,,,,,,,,,,,,,,,30
9985,24,,,32,,,,,1,36,,,,,52,35
9986,93,41,84,100,101,99,100,100,103,100,101,100,97,97,101,100
9987,,,,,,,,,,,,,,,,20
9988,,51,,,48,,,49,,53,57,,,,,35
9989,26,,,,,,,,,32,,,,,,35
9990,45,58,,36,,,,,45,52,,,,,59,35
9991,36,,,,,41,,34,29,,,,,,,35
9992,,,,,,,,16,,,,,,,,20
9993,,,,,,,,,,,,,,,,30
9994,5,,,,,,,,,,,,,,,20
9995,,,,,,,,,,,,,,,,30
9996,93,34,84,100,100,100,99,100,102,100,100,100,96,97,99,100
9997,,,,,,,,,,,,,,,,20
9998,,,,,,,,,,,,,,,,30
9999,,,,,,,,10,,,,,,,,20
10000,,,,,,,,,,,,,,,,30
10001,,,,,,,,,,,,,,,,20
10002,,,,,,,,,,,,,,,,30
10003,,,,,,,,,,,,,,,,20
10004,,,,,,,,,,,,,,,,30
10005,93,45,87,100,101,99,100,100,104,99,101,99,97,98,101,100
10006,,,,,,,,,,,,,,,,20
10007,89,89,90,91,91,91,91,90,92,92,101,98,102,97,99,100
10008,,,,,,,,,,,,,,,,20
10009,,,,,,,,,,,,,,,,20
10010,89,88,89,91,91,90,89,92,93,93,101,98,102,97,99,100
10011,,2,,,,,,,,,,,,,,20
10012,,,,,,,,,,,,,,,,20
10013,90,87,90,91,91,90,88,91,92,94,102,98,102,97,100,100
10014,56,53,58,56,63,65,57,57,70,60,51,85,50,78,48,50
10015,81,75,89,82,79,78,83,89,97,89,125,82,84,93,96,100
10016,84,85,89,88,79,83,84,96,103,92,128,82,88,98,104,100
10017,95,52,90,101,101,101,102,102,103,100,100,100,99,96,102,100
10018,58,62,58,59,66,66,64,69,75,61,63,87,58,79,50,50
10019,,,,,,,,,,,,,,,,20
10020,,,,,,,,,,,,,,,,20
10021,44,49,,,,,,,,,,,,,,30
10022,76,77,84,78,74,78,82,86,91,86,114,75,81,89,91,100
10023,,,,,,,,,,,,,46,,,30
10024,,,,,,,,,,,,,,,,20
10025,,,,,,,,,,,,,,,,20
10026,28,,,,,,,,,,,,,,,30
10027,,,,,,,,,,,,,,,,20
10028,31,,,,,,,,,,,,,,,30
10029,,,,,,,,,,,,,,,,20
10030,,,,,,,,,,,,,,,,30
10031,,,,,,,,,,,,,,,,30
10032,,,,,,,,,,,,,30,,,30
10033,40,41,,,,,,,,,,,,,,30
10034,,,29,,,,,,,,,,,,,20
10035,,,,,,,,,,,,,,,,30
10036,,,,,,,,,,,,,,,,20
10037,14,,,,,,,,,,,,,,,30
10038,,,,,,,,,,,,,,,,20
10039,27,,,,,,,21,,,,,,,,30
10040,,,3,,,,,,,,,,,,,20
10041,26,,,,,,,,21,,,,,,,30
10042,20,,,,,,,,,,14,,,,,20
10043,57,,,,,,,,,,,,,,,30
10044,,2,,,,,,,,,20,,,,,20
10045,28,,,,,,,,,,,,,,,30
10046,,,,,,,,,,,,,,,,35
10047,,,,,,,,,,,,,,,,35
10048,20,,,,,,,,,,14,,,,,20
10049,31,,,,,,,,16,,,,,,,30
10050,,,,,,,,,,,,,,,,35
10051,,,,,,,,,,,17,,,,,20
10052,25,,,,,,,,,,,,,,,30
10053,,,,,,,,,,,,,,,,35
