id,msbase,ms1800,ms1815,ms1830,ms1845,ms1900,ms1915,ms1930,ms1945,ms2000,ms2015,ms2030,ms2045,ms2100,ms2115,speedlimit
10054,,,,,,,,,,,,,,,,30
10055,,,,,,,,,,,,,,,,35
10056,,,,,,,,,,,,,,,,30
10057,17,15,10,5,8,,12,52,14,14,14,35,37,40,,50
10058,,,,,,,,,,,,,,,,35
10059,33,,,,,15,,31,7,6,,,,,,20
10060,,,,,,,,,,,,,,,,35
10061,24,,,,,,,30,,,,,,,,20
10062,,,,,,,,,,,,,,,,35
10063,2,,,,,,,,,,,,,,,20
10064,26,,,,,,,,,,,,,,,60
10065,,,,,,,,15,,,,,,,,20
10066,27,,,,,,,,,,,,,,,60
10067,,,,,,,,,,,,,,,,20
10068,93,98,100,101,100,102,104,104,97,102,101,90,94,93,102,100
10069,,,,,,,,,,,,,,,,20
10070,,,,,,,,,,,,,,,,30
10071,,,,,,,,,,,,,,,,35
10072,93,35,85,99,100,100,99,99,100,99,100,100,97,96,98,100
10073,,,,,,,,,,,,,,,,20
10074,2,,,,,,,,,,,,,,,30
10075,,,,,,,,,,,,,,,,35
10076,,,,,,,,,,,,,,,,35
10077,91,89,92,92,92,90,89,91,93,95,102,101,102,101,100,100
10078,38,63,76,40,35,39,58,56,45,53,53,50,46,,,50
10079,,,,,,,,,,,,,,,,35
10080,24,,,,,,,,,,,,,,,60
10081,,,,,,,,,,,,,,,,20
10082,22,,,,,,,,,,,,,,,60
10083,3,,,,,,,,,,,,,,,20
10084,,,,,,,,,,,,,,,,35
10085,92,91,94,94,89,90,90,91,92,94,102,101,102,102,101,100
10086,,,,,,,,3,,,,,,,,20
10087,,,,,,,,,,,,,,,,35
10088,,,,,,,,,,,,,,,,35
10089,49,67,51,41,9,,59,53,42,26,45,44,49,45,,50
10090,,,,,,,,,,,,,,,,35
10091,39,,22,,14,,,,,25,,,,,,20
10092,,,,,,,,,,,,,,,,35
10093,,,3,,,,,,,,,,31,,,20
10094,,,,,,,,,,,,,,,,35
10095,,,,,,,,,,,,,,,,20
10096,,,,,,,,,,,,,,,,35
10097,,,,,,,,,,,,,,,,20
10098,,,,,,,,,,,,,,,,35
10099,,,,,,,,,,,,,,,,20
10100,95,97,97,99,59,52,61,55,58,69,74,88,94,101,102,100
10101,,,,,,,,,,,,,,,,20
10102,,,,,,,,,,,,,,,,20
10103,,,,,,,,,,,,,,,,35
10104,,,,,,,,,,,,,,,,20
10105,,,,,,,,,,,,,,,,35
10106,,,,,,,,,,,,,,,,20
10107,,,,,,,,,,,,,,,,35
10108,,,,,,,,,,,17,,,,,20
10109,,,,,,,,,,,,,,,,35
10110,,,,,,,,,,,17,,,,,20
10111,,,,,,,,,,,,,,,,35
10112,,,,,,,,,,,,,,,,20
10113,,,,,,,,,,,,,,,,35
10114,,,,,,,,,,,,,,,,20
10115,,,,18,,,,13,,,,,,,,20
10116,,,19,19,,,,11,,,,,15,,,20
10117,,,,,,,,,,,,,,,,35
10118,,,,,,,,,,,,,,,,20
10119,,,,,,,,,,,,,,,,35
10120,,,21,,,,,,,,,,12,,,20
10121,,,,,,,,,,,,,,,,35
10122,,,18,16,,,,28,,,,,10,,,20
10123,,,,,,,,,,,,,,,,35
10124,,,28,,,,,11,,,,,20,,,20
10125,,,,,,,,,,,,,,,,35
10126,,,,,,,,37,,,,,,,,20
10127,,,,,,,,,,,,,,,,35
10128,11,,19,,,,,,,,,,2,,,20
10129,,,,,,,,,,,,,,,,35
10130,,,,,,,,,,,,,,,,20
10131,,,,,,,,,,,,,,,,35
10132,,,,,,,,,,,,,,,,20
10133,,,,,,,,,,,,,,,,35
10134,,,26,,,,,,,,,,10,,,20
10135,,,,,,,,,,,,,,,,35
10136,,,,,,,,,,,,,,,,35
10137,,,,,,,,,,,,,,,,35
10138,,,,,,,,,,,17,,,,,20
10435,,,,,,,,,,,,,,,,35
10139,,,,,,,,,,,,,,,,35
10140,,,,,,,,,,,17,,,,,20
10141,,,,,,,,,,,,,,,,35
10142,,,44,,,,,,,,,,,,,20
10143,,,,,,,,,,,,,,,,35
10144,,,34,,,,,,,,,,,,,20
10145,,,,,,,,,,,,,,,,35
10146,,,,,,,,,,,,,,,,20
10147,35,57,,103,,88,49,22,34,44,38,,49,35,,20
10148,,,,,,,,,,,,,,,,35
10149,,,,,,,,,,,,,,,,20
10150,35,,59,,,32,,30,43,44,18,,59,,,20
10151,,,,,,,,,,,,,,,,35
10152,,,,,,,,,,,,,,,,20
10153,40,,,,,,,,36,,,,,,,20
10154,,,,,,,,,,,,,,,,35
10155,,,,,,,,,,,,,,,,20
10156,35,30,,,,,,,,37,39,,13,28,,20
10157,,,,,,,,,,,,,,,,35
10158,,,,,20,,,,,,,,,,,20
10159,,,,,,,,,,,,,,,,35
10160,14,,,22,,,,,,,,,,,,20
10161,,,,,,,,,,,,,,,,35
10162,,,,,21,,,,,,,,,,,20
10163,17,,,,,,,16,,,,,,,,20
10164,,,,,,,,,,,,,,,,35
10165,13,,,22,,,,,,,,,,,,20
10166,17,,,,,,,14,,,,,,,,20
10167,,,,,,,,,,,,,,,,35
10168,,,,,,,,,,,,,,,,20
10169,,,,,,,,,,,,,,,,35
10170,,,,,,,,,,,,,,,,20
10171,,,,,,,,,,,,,,,,35
10172,,,,,,,,,,,,,,,,35
10173,92,80,,20,65,79,84,89,76,73,83,103,85,93,114,100
10174,,,,,,,,,,,,,,,,35
10175,,,,,,,,,,,,,,,,20
10176,22,,,,,,,,,,,,,,,60
10177,,,,20,,,,31,,,,,,,,20
10178,22,,,,,,,,,,,,,,,60
10179,,,,,,14,,,,,,,,,,20
10180,,,,,,,,,,,,,,,,60
10181,,,,13,,,,11,,,,,,,,20
10182,,,,,,,,,,,,,,,,60
10183,,,,,,,,,,,,,,,,35
10184,,,,,,,,,,,,,,,,35
10185,,,,,,,,4,,,,,,,,20
10186,,,,,,,,,,,,,,,,35
10187,,,,,,16,,,,,,,,,,20
10188,,,,,,,,,,,,,,,,35
10189,,,,,,,,,,,,,,,,20
10190,,,,,,,,,,,,,,,,35
10191,,,,,,,,,,,,,,,,20
10192,,,,,,,,,,,,,,,,35
10193,,,,,,,,,,,,,,,,20
10194,,,,,,,,,,,,,,,,35
10195,,,,,,,,,,,,,,,,20
10196,,,,,,,,,,,,,,,,35
10197,,,19,18,15,,,22,,,,19,19,16,,20
10198,,,,,,,,,,,,,,,,35
10199,,,22,15,,15,,24,,,10,22,14,,,20
10200,,,,,,,,,,,,,,,,35
10201,,,,,,12,,,,,2,4,,,,20
10202,,,,,,,,,,,,,,,,35
10203,,,,14,,,,14,,,,,,,,20
10204,,,,,,,,,,,,,,,,35
10205,24,,26,23,5,15,,34,23,,,,28,,,20
10206,,,,,,,,,,,,,,,,60
10207,25,,28,,21,28,,,,,,,,,,20
10208,,,,,,,,,,,,,,,,60
10209,25,38,140,53,,29,37,39,24,,33,36,29,,,50
10210,,,,,,,,,,,,,,,,35
10211,,,,,,,,,,,,,,,,35
10212,,,,,,,,,,,,,,,,20
10213,97,100,102,99,100,107,103,108,129,101,113,96,88,99,98,100
10214,48,46,61,38,56,,84,60,48,58,64,28,,,,50
10215,96,77,14,26,20,64,84,88,64,74,84,109,90,95,115,100
10216,,,,,,,,,,,,,,,,20
10217,57,52,48,58,45,78,66,54,,70,,51,,49,44,50
10218,,,,,,,,,,,,,,,,30
10219,95,99,100,100,98,104,104,104,101,99,98,91,96,94,104,100
10220,88,99,101,100,86,91,106,83,76,94,91,101,91,,90,100
10221,27,,,,,,,,,,,,,,,50
10222,,,,,,,,,,,,,,,,30
10223,31,30,30,,27,30,,35,34,30,32,,,,33,50
10224,,,,,,,,,,,,,,,,35
10225,76,,67,78,97,,95,,88,80,,,,,85,70
10226,89,86,93,88,87,91,81,77,4,70,89,91,95,92,98,100
10227,29,,49,35,28,,28,,32,,,,27,,,50
10228,,,,,,,,,,,,,,,,35
10229,,,,,,,,,,,,,,,,20
10230,29,30,30,34,34,27,36,,32,,,,25,,,50
10231,,,,,,,,,,,,,,,,35
10232,92,89,114,100,99,108,98,109,113,111,106,102,88,94,94,100
10233,,,,,,,,,,,,,,,,20
10234,,,,,,,,,,,,,,,,35
10235,,,,,,,,,,,,,,,,20
10236,,,,,,,,,,,,,,,,30
10237,,,,,,,,,,,,,,,,35
10238,88,98,101,108,87,89,104,83,78,92,91,101,91,,90,100
10239,,,,,,,,,,,,,,,,20
10240,,,,,,,,,,,,,,,,30
10241,,,,,,,,,,,,,,,,35
10242,,,,,,,,,,,,,,,,20
10243,,,,,,,,,,,,,,,,35
10244,49,50,59,38,58,,84,60,49,58,64,28,,,,50
10245,,,,,,,,,,,,,,,,20
10246,,,,,,,,,,,,,,,,35
10247,59,52,51,58,45,78,63,54,,70,,51,,39,50,50
10248,22,31,26,34,34,,42,,24,28,,,30,32,33,50
10249,24,,,,,,,,,,,,,,,60
10250,50,60,59,38,59,,84,59,57,58,64,28,,,,50
10251,,,,,,,,,,,,,,,,50
10252,,,,,,,,,,,,,,,,60
10253,59,51,61,61,45,78,58,54,,71,,49,,37,54,50
10254,,,,,,,,,,,,,,,,20
10255,27,,,,,,,,,,,,,,,60
10256,78,82,88,85,88,89,87,89,81,88,88,77,77,74,92,70
10257,,,,,,,,,,,,,,,,20
10258,25,,,,,,,,,,,,,,,60
10259,,,,,,,,,,,,,,,,50
10260,27,,,,,,,,21,,,,,,,30
10261,,,,,,,,,,,,,,,,35
10262,27,,,,,,,23,,,,,,,,30
10263,,,,,,,,,,,,,,,,35
10264,1,,,,,,,,,,,,,,,50
10265,,,,,,,,,,,,,,,,35
10266,,,,,,,,,,,,,,,,35
10267,18,,,,,,,,,,,,,,,50
10268,,,,,,,,,,,,,,,,20
10269,,,,,,,,,,,,,,,,35
10270,,,,,,,,,,,,,,,,20
10271,,,,,,,,,,,,,,,,35
10272,,,,20,,,,,,,,,,,,20
10273,,,,,,,,,,,,,,,,20
10274,,,,,,,,,,,,,,,,35
10275,,,,,,,,,,,,,,,,20
10276,,,,,,,,,,,,,,,,20
10277,,,,,,,,,,,,,,,,35
10278,89,89,98,99,97,104,96,108,97,99,106,101,88,86,89,100
10279,28,,,,,,,,24,,,,,,,30
10280,29,,,,,,,23,,,,,,,,30
10281,95,97,97,97,62,53,64,59,59,74,78,82,95,100,103,100
10282,88,98,101,99,86,91,106,83,76,94,91,101,90,,90,100
10283,,,,,,,,,,,,,,,,20
10284,,,,,,,,,,,,,,,,35
10285,,,,,,,,,,,,,,,,20
10286,29,32,30,,32,31,29,35,30,33,33,,30,,33,50
10287,,,,,,,,,,,,,,,,35
10288,92,89,114,99,99,104,99,109,105,111,106,102,88,87,94,100
10289,,32,30,31,24,,30,39,29,,29,30,29,30,,50
10290,,,,,,,,,,,,,,,,35
10291,45,51,48,57,45,78,66,54,45,69,,51,,49,44,50
10292,29,30,30,,31,28,36,35,32,31,32,,,,33,50
10293,,,,,,,,,,,,,,,,35
10294,46,51,63,38,56,,81,60,46,58,64,28,,,,50
10295,,,,,,,,,,,,,,,,20
10296,,,,,,,,,,,,,,,,30
10297,,,,,,,,,,,,,,,,35
10298,37,,23,,,,,,,,,,,,,35
10299,,20,140,58,,16,29,32,25,,24,33,12,,,20
10300,,,,,,,,,,,,,,,,30
10301,,,,,,,,,,,,,,,,35
10302,28,49,34,,,,,11,45,,,,,,,35
10303,,,,,,,,,,,,,,,,35
10304,96,98,99,96,93,95,102,96,98,97,101,100,108,99,102,100
10305,97,53,33,42,26,69,77,82,63,68,66,93,83,96,98,100
10306,,,,,,,,,,,,,,,,35
10307,15,,,,,15,,,,,,,,,,20
10308,,,,,,,,,,,,,,,,35
10309,77,85,83,84,86,88,84,86,78,87,85,74,74,74,86,70
10310,15,,,16,,,,,,,,,,,,20
10311,,,,,,,,,,,,,,,,35
10312,97,97,96,85,60,63,69,53,59,66,82,83,97,99,104,100
10313,,,,21,,,,,,,,,,,,20
10314,25,29,26,22,31,27,25,32,,,35,,,,23,45
10315,93,34,66,98,100,101,98,99,100,99,99,99,99,97,98,100
10316,,,,,,,,,,,,,,,,20
10317,23,,,,,16,,,,,,,,,,20
10318,32,,42,,32,35,,38,40,35,,39,,,,50
10319,,,,,,,,,,,,,,,,35
10320,18,,,26,,,,,,,,,,,,20
10321,29,,38,33,40,,,,,,39,,,,,50
10322,,,,,,,,,,,,,,,,35
10323,,,,,,,,,,,,,,,,35
10324,94,96,93,100,101,97,96,99,101,101,97,101,102,102,100,100
10325,85,77,,66,65,83,85,68,66,79,91,,72,,80,100
10326,89,92,94,90,87,87,81,62,6,84,89,91,95,93,101,100
10327,,,,,,,,,,,,,,,,35
10328,27,25,27,,27,32,21,30,36,30,25,35,,,17,45
10329,,,,,,,,,,,,,,,,35
10330,97,98,104,104,102,95,105,101,92,99,78,100,103,,89,100
10331,96,51,30,37,24,68,77,86,64,69,70,92,87,96,103,100
10332,,,,,,,,,,,,,,,,35
10333,,,,,,,,,,,,,,,,35
10334,34,53,37,46,58,53,38,54,31,,,,,,,50
10335,91,36,61,99,101,100,97,99,102,99,100,100,99,98,98,100
10336,89,92,94,91,86,87,81,59,56,94,89,91,95,92,100,100
10337,,,,,,,,,,,,,,,,35
10436,76,,,,,,,,,,,,,,,100
10338,,,,,,,,,,,,,,,,30
10339,,,,,,,,,,,,,,,,35
10340,30,,18,31,,51,,21,,58,,,,95,,60
10341,94,90,114,101,102,106,103,111,122,112,110,100,88,101,97,100
10342,,,,,,,,,,,,,,,,30
10343,,,,,,,,,,,,,,,,35
10344,25,24,,31,,32,4,,,,,,23,16,,60
10345,96,57,25,27,18,57,81,88,65,67,82,92,92,96,108,100
10346,33,31,,31,,35,29,,,,,52,25,21,,80
10347,23,22,42,,27,32,22,30,37,30,25,34,,,18,45
10348,96,99,102,100,100,103,104,105,101,101,99,94,95,97,105,100
10349,36,,,41,,48,,21,,45,,,,,,80
10350,77,79,87,84,86,84,82,87,78,86,82,75,76,71,86,70
10351,,,,,,,,,,,,,,,,50
10352,,,,,,,,,,,,,,,,30
10353,,,,,,,,,,,,,,,,35
10354,29,29,,31,,31,27,,,,,52,24,27,,80
10355,,,,,,,,,,,,,,,,30
10356,,,,,,,,,,,,,,,,35
10357,33,,,39,,51,,21,,58,,,,,,80
10358,89,98,103,111,89,93,102,82,83,92,91,100,93,,87,100
10359,89,92,94,89,86,87,81,34,6,81,89,91,95,92,99,100
10360,,,,,,,,,,,,,,,,35
10361,39,,,,,,,,,,,,,,,80
10362,,,,,,,,,,,,,,,,35
10363,28,,,34,,56,,27,,32,,,,,,80
10364,80,67,80,89,88,86,91,95,82,89,89,86,82,81,88,70
10365,,,,,,,,,,,,,,,,50
10366,26,,49,35,26,,32,,30,,,,33,,,50
10367,,,,,,,,,,,,,,,,35
10368,34,32,,30,,35,26,,,,,40,23,21,,80
10369,29,31,29,,27,31,25,34,32,23,25,,,,22,50
10370,,,,,,,,,,,,,,,,35
10371,32,,,40,,47,,22,,39,,,,,,80
10372,93,90,114,103,99,108,99,109,113,110,106,101,88,98,95,100
10373,,,,,,,,,,,,,,,,50
10374,,,,,,,,,,,,,,,,30
10375,,,,,,,,,,,,,,,,35
10376,20,,,,,,,,,,,,,,,30
10377,,,,,,,,,,,,,,,,35
10378,,,,25,,21,24,,,,,,31,,,35
10379,77,84,80,78,75,76,71,68,66,70,85,80,74,72,81,70
10380,,,,,,,,,,,,,,,,30
10381,,,,,,,,,,,,,,,,35
10382,39,,,,,,,,,,,,,,,80
10383,,,,,,,,,,,,,,,,30
10437,,66,,73,75,94,65,72,87,76,,91,69,,75,35
10384,,,,,,,,,,,,,,,,35
10385,42,,,,,,,,,,,,,,,80
10386,93,38,69,98,101,101,98,97,99,99,100,100,100,99,98,100
10387,,,,,,,,,,,,,,,,50
10388,,,,,,,,,,,,,,,,30
10389,,,,,,,,,,,,,,,,35
10390,40,,,,,,,,,,,,,,,80
10391,,,,,,,,,,,,,,,,30
10392,,,,,,,,,,,,,,,,35
10393,43,,,,,,,,,,,,,,,80
10394,71,75,74,75,74,75,80,74,77,79,81,77,67,64,75,70
10395,,,,,,,,,,,,,,,,50
10396,,,,,,,,,,,,,,,,30
10397,,,,,,,,,,,,,,,,35
10398,,,,,,,,,,,,,,,,30
10399,,,,,,,,,,,,,,,,35
10400,22,,,41,,9,30,,,,,34,24,,,35
10401,72,75,74,75,74,75,79,74,77,79,81,76,67,64,73,70
10402,,,,,,,,,,,,,,,,35
10403,93,96,97,95,91,94,99,90,96,95,101,99,105,103,99,100
10404,,,,,,,,,,,,,,,,50
10405,,,,,,,,,,,,,,,,35
10406,,,,,,,,,,,,,,,,50
10407,,,,,,,,,,,,,,,,35
10408,93,96,97,95,91,94,99,90,96,95,101,99,104,103,99,100
10409,,,,,,,,,,,,,,,,50
10410,,,,,,,,,,,,,,,,35
10411,,,,,,,,,,,,,,,,35
10412,94,96,99,96,91,95,100,95,95,97,101,99,107,99,102,100
10413,97,56,41,41,26,69,77,82,65,69,68,93,83,96,97,100
10414,,,,,,,,,,,,,,,,35
10415,,,,,,,,,,,,,,,,35
10416,80,77,,66,65,76,85,68,66,59,91,,60,,80,100
10417,,88,93,90,86,87,85,73,72,94,90,91,95,92,96,35
10418,90,,,,,,,,,,,,,,,100
10419,92,,,,,,,,,,,,,,,100
10420,,38,66,99,101,99,97,100,101,100,100,100,100,96,98,35
10421,,107,95,95,86,,90,115,,,90,,,,,35
10422,85,,,,,,,,,,,,,,,100
10423,92,,,,,,,,,,,,,,,100
10424,,37,65,100,101,98,100,100,102,100,100,100,99,99,98,35
10425,,,,,,,,,,,,,,,,35
10426,,,,,,,,,,,,,,,,50
10427,92,,,,,,,,,,,,,,,100
10428,,36,65,99,101,98,100,100,102,100,101,100,99,99,98,35
10429,,17,3,9,9,4,5,17,4,,6,62,62,88,97,35
10430,86,,,,,,,,,,,,,,,100
10431,92,,,,,,,,,,,,,,,100
10432,,35,63,99,101,98,98,99,102,99,100,100,98,98,98,35
10433,,53,25,22,20,78,83,86,78,76,78,94,94,97,106,35
10434,98,,,,,,,,,,,,,,,100
10438,,,,,,,,,,,,,,,,35
10439,76,,,,,,,,,,,,,,,100
10440,,66,,73,75,94,79,72,87,76,,91,69,,75,35
10441,,89,93,88,88,91,86,77,82,94,91,91,98,92,96,35
10442,90,,,,,,,,,,,,,,,100
10443,77,,,,,,,,,,,,,,,100
10444,,72,,76,75,94,84,75,87,76,,91,69,,75,35
10445,,,,,,,,,,,,,,,,35
10446,77,,,,,,,,,,,,,,,100
10447,,72,,81,75,94,84,73,94,76,,91,76,,78,35
10448,,,,,,,,,,,,,,,,35
10449,93,,,,,,,,,,,,,,,100
10450,,97,98,95,91,95,100,92,95,97,102,99,105,102,102,35
10451,,,,,,,,,,,,,,,,35
10452,93,,,,,,,,,,,,,,,100
10453,,97,98,96,91,94,99,93,96,97,102,98,106,99,104,35
10454,,,,,,,,,,,,,,,,35
10455,93,,,,,,,,,,,,,,,100
10456,,97,98,96,91,94,99,93,96,97,102,98,106,99,104,35
10457,,,,,,,,,,,,,,,,35
10458,93,,,,,,,,,,,,,,,100
10459,,97,97,95,91,94,100,91,93,95,101,99,105,102,99,35
10460,,,,,,,,,,,,,,,,35
10461,,,,,,,,,,,,,,,,35
10462,57,,,,,,,,,,,,,,,100
10463,,43,,58,53,63,54,57,50,57,,91,56,,58,35
10464,,,,,,,,,,,,,,,,35
10465,,,,,,,,,,,,,,,,35
10466,,,,,,,,,,,,,,,,35
10467,12,,,,,,6,,,,,,,,,20
10468,,,,,,,,,,,,,,,,35
10469,,,,,,,,,,,,,,,,35
10470,,,,,,,,,,,,,,,,20
10471,,,,,,,,,,,,,,,,35
10472,,,,,,,,,,,,,,,,20
10473,,,,,,,,,,,,,,,,35
10474,,,,,,,,,,,,,,,,35
10475,,,,,,,,,,,,,,,,35
10476,,,,,,,,34,,,,,,,,20
10477,,,,,,,,,,,,,,,,35
10478,,,,,,,,,,,,,,,,35
10479,,,,,,,,,,,,,,,,20
10480,,,22,,,,,,,,,,,,21,35
10481,,,,,,,,,,,,,,,,35
10482,17,,,,,,,,,,,,,,,20
10483,,,4,,,,,,,,,,28,20,,35
10484,,,,,,,,,,,,,,,,35
10485,24,,,,,,,,,,,,,,,20
10486,52,,,,,,,,,,,,,,,100
10487,,63,,54,53,50,53,55,55,53,,91,52,,59,35
10488,,,,,,,,,,,,,,,,35
10489,96,,,,,,,,,,,,,,,100
10490,,,,,,,,,,,,,,,,35
10491,9,100,100,101,102,93,100,100,91,93,78,100,101,,101,20
10492,,,,,,,,,,,,,,,,35
10493,,,,,,,,,,,,,,,,35
10494,,,,,,,,,,,,,,,,35
10495,26,,,,,,,,,,,,,,,20
10496,,,4,,,,,,,,,,35,17,,35
10497,32,,,,,,,,,,,,,,,20
10498,,,4,,,,,,,,,,,,4,35
10499,27,,,,,,,,,,,,,,,20
10500,,,,,,,,,,,,,,,,35
10501,,,,,,,,,,,,,,,,35
10502,9,,,,,,,,,,,,,,,20
10503,,,,,,,,,,,,,,,,35
10504,1,,,,,,,,,,,,,,,20
10505,,,,,,,,,,,,,,,,35
10506,,,,,,,,,,,,,,,,20
10507,,,,,,,,,,,,,,,,35
10508,,,,,,,,,,,,,,,,35
10509,,,,,,,,,,,,,,,,35
10510,,,,,,,,,,,,,,,,35
10511,,,,,,,,,,,,,35,29,,35
10512,35,,,,,,,,,,,,,,,35
10513,,,,,,,,,,,,,,,4,35
10514,17,,,,,,,,,,,,,,,35
10515,,,,,,,,,,,,,,,,35
10516,80,,,,,,,,,,,,,,,70
10517,,88,89,89,92,85,88,91,81,85,92,78,76,76,93,35
10518,,,,,,,,,,,,,,,4,35
10519,20,,,,,,,,,,,,,,,35
10520,,,,,,,,,,,,,31,31,,35
10521,39,,,,,,,,,,,,,,,35
10522,,,,,,,,,,,,,,,,35
10523,8,,,,,,,,,,,,,,,20
10524,,,,,,,,,,,,,,,,35
10525,,,,,,,,,,,,,,,,35
10526,,,,,,,,,,,,,,,,35
10527,,,,,,,,,,,,,,,,35
10528,,,,,,,,,,,,,,,,35
10529,,,,,,,,,,,,,,,,35
10530,,,,,,,,,,,,,,,,20
10531,,,,,,,,,,,,,,,,35
10532,,,,,,,,,,,,,,,,20
10533,,,,,,,,,,,,,,,,35
10534,8,,,,,,,,,,,,,,,20
10535,,,,,,,,,,,,,,,,35
10536,,,,,,,,,,,,,,,,35
10537,,,,,,,,,,,,,,,,35
10538,,,,,,,,,,,,,,,,35
10539,,,,,,,,,,,,,,,,20
10540,,,,,,,,,,,,,,,,35
10541,,,,,,,,,,,,,,,,20
10542,,,,,,,,,,,,,,,,35
10543,,,,,,,,,,,,,,,,35
10544,8,,,,,,,,,,,,,,,20
10545,,,,,,,,,,,,,,,,35
10546,,,,,,,,,,,,,,,,35
10547,,,,,,,,,,,,,,,,35
10548,,,,,,,,,,,,,,,18,35
10549,21,,,,,,,,,,,,,,,20
10550,,,,,,,,,,,,,,,,35
10551,,,,,,,,,,,,,,,,35
10552,,,,,,,,,,,,,,,,35
10553,,,,,,,,,,,,,,,,20
10554,,,,,,,,,,,,,,,,35
10555,9,,,,,,,,,,,,,,,20
10556,,,,,,,,,,,,,,24,,35
10557,22,,,,,,,,,,,,,,,20
10558,,,,,,,,,,,,,,,4,35
10559,14,,,,,,,,,,,,,,,20
10560,16,,,,,,,,,,,,,,20,20
10561,,,,,,,,,,,,,,,,20
10562,,,,,,,,,,,,,,,,20
10563,,,,,,,,,,,,,,,,20
10564,,,,,,,,,,,,,,,,20
10565,,,,,,,,,,,,,,,,20
10566,,,,,,,,,,,,,,,,20
10567,96,98,98,98,102,101,100,98,99,99,97,101,100,103,101,100
10568,98,104,97,100,99,97,109,98,98,90,100,91,95,108,,100
10569,,,,,,,,,,,,,,,,60
10570,,,,,,,,,,,,,,,,60
10571,,,,,,,,,,,,,,,,30
10572,,,,,,,,,,,,,,,,30
10573,96,99,101,99,103,101,101,99,100,100,100,100,100,103,101,100
10574,96,83,75,75,78,84,108,80,,79,81,78,70,78,23,100
10575,79,100,99,102,103,101,107,103,100,94,104,100,99,103,103,70
10576,75,86,75,85,70,,76,68,,63,79,,,,69,70
10577,94,,,,,,,,,,,,,,,100
10578,,98,99,97,102,101,99,97,99,97,98,101,100,103,101,35
10579,,,,,,,,,,,,,,,,35
10580,,75,72,74,76,83,108,80,,75,81,71,69,73,,50
10581,78,,,,,,,,,,,,,,,70
10582,,86,74,85,70,,76,70,,63,79,,,,69,50
10583,79,,,,,,,,,,,,,,,70
10584,98,102,97,101,97,97,106,98,98,89,101,88,102,102,,100
10585,94,75,68,74,76,81,107,80,,74,81,71,69,72,,100
10586,77,96,100,101,104,99,106,105,100,85,108,101,99,103,103,70
10587,75,86,73,85,71,,76,71,,63,78,,,,69,70
10588,94,80,71,73,74,76,110,78,,79,80,71,69,74,,100
10589,75,98,99,98,101,101,102,96,100,96,99,100,97,102,101,70
10590,76,86,73,83,73,,75,79,,63,77,,,,71,70
10591,93,,,,,,,,,,,,,,,100
10592,,94,99,101,102,99,105,107,97,84,107,100,100,102,103,35
10593,,,,,,,,,,,,,,,,35
10594,95,96,99,99,102,101,102,99,100,101,99,100,99,102,102,100
10595,43,45,44,43,39,48,35,48,41,36,37,33,64,53,,35
10596,25,8,8,25,19,34,14,25,5,8,32,,32,,10,35
10597,37,32,32,34,33,30,35,37,32,37,31,34,47,42,,35
10598,35,18,38,41,40,29,24,44,42,35,43,36,,,65,50
10599,14,6,8,17,4,2,16,22,10,14,30,,13,,6,35
10600,,,,,,,,,,,,,,,,20
10601,28,,,,,,,,,,,23,37,,,20
10602,45,,45,,51,48,,,,,2,8,47,22,,50
10603,49,60,49,62,92,50,32,40,49,,,,50,,36,50
10604,21,15,39,44,37,21,24,40,37,32,16,39,26,,60,50
10605,29,13,,11,,,,,45,,,46,,39,,35
10606,28,,,,,,,,,,,7,10,,,20
10607,,,,,24,,,,,,,,,,,20
10608,30,,,,,,35,,36,,,,,,,20
10609,22,22,,,,,28,,,,,,,,61,20
10610,28,13,29,31,29,54,20,33,23,44,41,,34,,29,35
10611,32,36,29,31,20,34,42,39,35,44,36,27,45,13,46,50
10612,32,,29,13,,54,43,,30,,,,43,,45,50
10613,39,,,,,,,,,,,,,,,20
10614,29,,,,,,,31,,,,,,,,20
10615,11,19,31,11,2,12,32,,,,,,32,6,20,50
10616,34,30,31,32,32,32,29,34,25,34,26,33,51,,,35
10617,27,,,,,,,,,,,,,,,35
10618,22,,,,,,,,,,,,,,,35
10619,37,33,34,23,35,37,43,45,46,44,42,33,45,13,41,50
10620,21,,,11,,14,,,45,,,46,,39,,35
10621,33,33,33,23,35,36,42,44,36,44,41,33,45,13,41,50
10622,12,14,30,42,32,25,24,37,23,32,12,38,26,,61,50
10623,14,27,33,11,3,12,9,,,,,,32,10,25,50
10624,15,1,3,11,14,20,32,,,,,,16,13,32,50
10625,23,,,,,,38,,37,,,8,4,,,20
10626,24,33,,,34,14,29,,,,,,,,24,20
10627,19,,,,,,,29,,,,,,,,20
10628,23,,,,,,,,,,,,,,,20
10629,27,,,,,,,,,,,,,,,20
10630,27,,,,,,,34,,,,,,,,20
10631,24,31,14,18,17,33,25,39,51,34,15,22,32,12,41,50
10632,26,,3,,,,,22,,,,,,,,20
10633,24,,,,,,48,,,,,,,,,20
10634,45,,52,59,37,48,44,,49,,,,50,,23,50
10635,43,,48,,46,49,,,,,,8,18,16,,50
10636,28,21,25,28,29,23,32,31,28,25,26,32,59,,49,50
10637,37,44,35,44,52,44,35,38,36,50,40,35,30,44,50,50
10638,28,36,24,16,26,12,,25,39,37,11,40,35,22,37,50
10639,37,,46,51,,46,56,,53,,,,45,,36,50
10640,36,5,17,,43,44,41,,,,,,54,28,43,50
