id,segment id,length,frc,speedlimit,streetname,geom,msbase,ms1500,ms1515,ms1530,ms1545,ms1600,ms1615,ms1630,ms1645,ms1700,ms1715,ms1730,ms1745,ms1800,ms1815,ms1830,ms1845,ms1900,ms1915,ms1930,ms1945,ms2000,ms2015,ms2030,ms2045,ms2100,ms2115,base_hits
2442,15280001485659,8.73,3,50,Muiderstraatweg,,29.00,22.00,17.00,,39.00,,,19.00,,34.00,5.00,30.00,22.00,42.00,38.00,,,29.00,,,,36.00,,12.00,43.00,,39,32
2445,15280002269151,14.84,3,80,Muiderstraatweg,,27.00,30.00,32.00,30.00,39.00,37.00,34.00,34.00,35.00,34.00,32.00,32.00,36.00,31.00,37.00,,26.00,29.00,22.00,,19.00,36.00,24.00,12.00,17.00,24.00,39,137
2449,15280051033155,53.90,3,80,Muiderstraatweg,,35.00,38.00,34.00,36.00,42.00,41.00,38.00,38.00,37.00,38.00,33.00,37.00,39.00,37.00,38.00,,43.00,35.00,34.00,,19.00,38.00,40.00,47.00,39.00,24.00,47,139
2453,15280002101667,12.17,3,80,Provincialeweg,,34.00,12.00,42.00,40.00,42.00,35.00,33.00,33.00,28.00,32.00,36.00,30.00,32.00,39.00,46.00,42.00,44.00,,40.00,43.00,,42.00,29.00,34.00,39.00,40.00,45,145
2458,15280002101664,18.96,3,80,Provincialeweg,,25.00,12.00,42.00,32.00,42.00,35.00,33.00,29.00,29.00,32.00,36.00,24.00,26.00,39.00,42.00,42.00,21.00,,39.00,43.00,,38.00,29.00,34.00,33.00,40.00,41,145
2460,-15280002269087,58.06,3,50,Muiderstraatweg,,18.00,6.00,36.00,,34.00,,10.00,6.00,19.00,34.00,5.00,15.00,6.00,27.00,40.00,,,20.00,,,,36.00,27.00,18.00,45.00,27.00,30,64
2462,15280002269087,58.06,3,50,Muiderstraatweg,,19.00,25.00,,17.00,,28.00,,26.00,32.00,30.00,22.00,32.00,,31.00,28.00,,10.00,,34.00,28.00,,18.00,,20.00,,,,31
2465,15280001485654,4.24,3,80,Muiderstraatweg,,22.00,12.00,31.00,29.00,43.00,39.00,5.00,26.00,27.00,4.00,37.00,24.00,26.00,39.00,31.00,42.00,7.00,,40.00,43.00,,38.00,,34.00,33.00,40.00,8,107
2470,15280051033162,53.20,3,80,Muiderstraatweg,,27.00,,32.00,,,,,,,36.00,,54.00,,,,,,,,17.00,34.00,,,23.00,,,,33
2475,15280000305140,136.50,3,80,Weteringweg,,47.00,51.00,45.00,51.00,47.00,46.00,49.00,44.00,52.00,38.00,51.00,52.00,67.00,57.00,53.00,48.00,45.00,,56.00,54.00,56.00,55.00,54.00,52.00,49.00,55.00,,187
2488,15280000305160,24.52,3,80,Muiderstraatweg,,45.00,46.00,43.00,43.00,45.00,49.00,43.00,43.00,43.00,48.00,51.00,42.00,42.00,46.00,43.00,,51.00,44.00,59.00,,49.00,49.00,52.00,54.00,53.00,31.00,60,166
2494,15280000305155,23.91,3,80,Muiderstraatweg,,48.00,55.00,41.00,56.00,43.00,49.00,43.00,43.00,42.00,59.00,53.00,46.00,54.00,55.00,41.00,46.00,66.00,,51.00,54.00,63.00,58.00,57.00,34.00,53.00,52.00,,170
2501,15280000305159,21.13,3,80,Muiderstraatweg,,43.00,46.00,45.00,41.00,45.00,49.00,42.00,40.00,40.00,48.00,51.00,42.00,42.00,44.00,42.00,,50.00,43.00,59.00,,49.00,49.00,52.00,52.00,53.00,31.00,60,166
2506,15280002101626,53.83,3,80,Muiderstraatweg,,41.00,48.00,28.00,48.00,38.00,35.00,41.00,29.00,11.00,53.00,43.00,32.00,54.00,51.00,32.00,46.00,56.00,,50.00,52.00,62.00,52.00,42.00,34.00,48.00,50.00,,170
2509,15280000305156,20.84,3,80,Muiderstraatweg,,46.00,48.00,36.00,56.00,43.00,40.00,43.00,38.00,37.00,57.00,45.00,42.00,56.00,55.00,41.00,46.00,66.00,,51.00,53.00,63.00,52.00,57.00,34.00,49.00,50.00,,170
2511,15280001485748,35.70,3,80,Weteringweg,,43.00,49.00,50.00,46.00,42.00,43.00,48.00,43.00,48.00,26.00,47.00,44.00,59.00,50.00,47.00,41.00,36.00,,52.00,52.00,46.00,43.00,50.00,50.00,41.00,53.00,,186
2523,-15280001485715,127.91,3,80,Weteringweg,,48.00,50.00,53.00,46.00,50.00,51.00,52.00,50.00,45.00,44.00,52.00,51.00,51.00,54.00,52.00,45.00,56.00,50.00,70.00,,49.00,46.00,52.00,56.00,53.00,,61,188
2527,15280051033156,13.91,3,80,Muiderstraatweg,,40.00,41.00,45.00,38.00,52.00,43.00,40.00,39.00,44.00,42.00,44.00,43.00,43.00,41.00,39.00,,46.00,41.00,42.00,,21.00,46.00,50.00,47.00,48.00,24.00,58,139
2529,15280049802864,83.20,0,100,Gaasperdammerweg,,87.00,92.00,97.00,88.00,91.00,95.00,86.00,87.00,87.00,91.00,90.00,91.00,91.00,94.00,89.00,93.00,90.00,97.00,88.00,99.00,92.00,89.00,97.00,108.00,98.00,92.00,96,484
2530,15280002101630,54.24,3,80,Muiderstraatweg,,42.00,46.00,41.00,37.00,45.00,43.00,43.00,39.00,42.00,43.00,49.00,41.00,42.00,40.00,39.00,,49.00,42.00,46.00,,49.00,46.00,50.00,47.00,52.00,28.00,58,160
2534,15280002269076,13.64,3,80,Muiderstraatweg,,38.00,48.00,31.00,45.00,42.00,44.00,41.00,18.00,21.00,52.00,42.00,54.00,39.00,50.00,23.00,45.00,55.00,,28.00,47.00,56.00,52.00,,34.00,44.00,51.00,,136
2539,15280002662403,11.29,3,80,Provincialeweg,,18.00,6.00,25.00,24.00,40.00,11.00,17.00,37.00,12.00,7.00,31.00,34.00,35.00,28.00,13.00,,16.00,13.00,17.00,11.00,20.00,12.00,22.00,20.00,21.00,24.00,25,142
629,15280049813143,13.41,2,70,Gooiseweg,,41.00,32.00,41.00,49.00,43.00,47.00,48.00,44.00,53.00,51.00,49.00,50.00,47.00,46.00,34.00,36.00,47.00,45.00,42.00,37.00,62.00,36.00,54.00,64.00,33.00,31.00,60,554
2577,15280002371467,322.01,3,80,Gooilandseweg,,70.00,68.00,76.00,62.00,72.00,62.00,59.00,75.00,63.00,68.00,82.00,70.00,60.00,67.00,69.00,86.00,75.00,74.00,95.00,,,81.00,,70.00,72.00,82.00,79,129
2578,-15280002371467,322.01,3,80,Gooilandseweg,,67.00,65.00,65.00,68.00,77.00,65.00,65.00,71.00,73.00,54.00,57.00,61.00,65.00,62.00,59.00,25.00,68.00,63.00,77.00,69.00,,76.00,,,,,78,133
2582,-15280002120789,286.95,3,80,Gooilandseweg,,56.00,61.00,52.00,66.00,58.00,59.00,68.00,57.00,58.00,51.00,55.00,51.00,57.00,58.00,61.00,54.00,71.00,67.00,65.00,58.00,,63.00,,,,,67,132
2642,15280002267788,38.79,3,50,Muiderstraatweg,,37.00,30.00,20.00,47.00,,,,49.00,34.00,33.00,34.00,54.00,41.00,46.00,29.00,,32.00,49.00,58.00,40.00,41.00,48.00,,,39.00,,,67
2658,15280001485605,99.34,3,50,Muiderstraatweg,,39.00,36.00,,47.00,,,,60.00,41.00,50.00,28.00,54.00,42.00,47.00,,,39.00,,66.00,45.00,,35.00,,,39.00,,,49
2661,15280002267791,38.26,3,50,Muiderstraatweg,,40.00,17.00,52.00,,,,49.00,49.00,43.00,41.00,48.00,51.00,40.00,54.00,48.00,,,51.00,,,,42.00,27.00,40.00,,,50,57
2678,15280002267792,83.76,3,50,Muiderstraatweg,,43.00,28.00,55.00,,,,50.00,49.00,43.00,47.00,48.00,50.00,45.00,54.00,50.00,,,49.00,,,,42.00,46.00,43.00,,,43,57
2683,15280002267787,26.35,3,50,Muiderstraatweg,,40.00,40.00,51.00,49.00,,,,43.00,32.00,46.00,45.00,54.00,42.00,49.00,39.00,,47.00,49.00,54.00,42.00,42.00,49.00,,,39.00,,,66
2772,-15280000268809,187.23,3,80,Oranjebaan,,67.00,48.00,52.00,37.00,27.00,12.00,50.00,3.00,3.00,6.00,6.00,7.00,5.00,5.00,6.00,12.00,59.00,,60.00,64.00,92.00,80.00,59.00,58.00,77.00,82.00,,127
2785,-15280002284478,14.93,2,70,Gooiseweg,,69.00,55.00,3.00,37.00,28.00,54.00,37.00,2.00,58.00,42.00,52.00,42.00,9.00,9.00,,74.00,90.00,79.00,73.00,87.00,71.00,85.00,74.00,99.00,71.00,82.00,70,192
2817,-15280001668184,56.02,4,50,Holterbergweg,,36.00,37.00,21.00,36.00,29.00,27.00,25.00,27.00,15.00,23.00,16.00,25.00,28.00,20.00,14.00,3.00,24.00,20.00,23.00,10.00,20.00,14.00,39.00,54.00,41.00,54.00,64,406
2832,-15280001178053,9.31,2,70,Gooiseweg,,69.00,55.00,41.00,38.00,29.00,54.00,45.00,2.00,58.00,49.00,52.00,50.00,10.00,14.00,,75.00,91.00,83.00,73.00,87.00,72.00,85.00,74.00,99.00,71.00,83.00,70,192
2850,15280001178077,7.89,2,70,Gooiseweg,,74.00,69.00,73.00,82.00,76.00,76.00,90.00,75.00,75.00,77.00,74.00,72.00,74.00,82.00,69.00,75.00,75.00,111.00,79.00,77.00,71.00,75.00,88.00,78.00,73.00,77.00,67,161
2868,-15280002141077,14.71,4,50,Holterbergweg,,37.00,33.00,39.00,12.00,34.00,34.00,35.00,32.00,29.00,19.00,34.00,33.00,31.00,38.00,32.00,20.00,27.00,20.00,32.00,23.00,8.00,53.00,58.00,54.00,,,88,297
2876,-15280001668185,14.57,4,50,Holterbergweg,,37.00,41.00,36.00,36.00,31.00,31.00,32.00,25.00,10.00,28.00,15.00,33.00,27.00,23.00,14.00,7.00,3.00,11.00,16.00,23.00,33.00,25.00,39.00,53.00,38.00,54.00,58,393
2885,15280049299586,50.54,2,70,Gooiseweg,,74.00,69.00,73.00,82.00,76.00,77.00,89.00,75.00,74.00,75.00,72.00,71.00,74.00,82.00,69.00,75.00,75.00,110.00,79.00,77.00,71.00,76.00,87.00,78.00,73.00,72.00,67,161
2911,-15280049299579,26.64,2,70,Gooiseweg,,69.00,61.00,41.00,51.00,49.00,54.00,46.00,5.00,58.00,55.00,68.00,50.00,21.00,15.00,,75.00,90.00,83.00,73.00,87.00,72.00,85.00,75.00,99.00,71.00,83.00,70,192
2920,-15280002141076,12.72,4,50,Holterbergweg,,40.00,37.00,39.00,43.00,36.00,34.00,36.00,41.00,30.00,33.00,34.00,37.00,36.00,38.00,34.00,20.00,34.00,23.00,39.00,32.00,8.00,53.00,60.00,54.00,,,88,285
2984,15280000283654,96.53,4,50,Europaboulevard,,36.00,32.00,45.00,40.00,34.00,40.00,39.00,53.00,44.00,25.00,43.00,42.00,43.00,24.00,35.00,34.00,35.00,35.00,28.00,36.00,37.00,44.00,36.00,29.00,49.00,41.00,49,432
2995,15280049296441,33.42,4,50,AnonymousRoadnl14130781,,46.00,40.00,51.00,50.00,41.00,48.00,44.00,47.00,35.00,43.00,39.00,44.00,50.00,53.00,50.00,44.00,113.00,44.00,53.00,57.00,18.00,46.00,41.00,60.00,37.00,46.00,45,176
2997,-15280049391547,204.16,2,70,Gooiseweg,,55.00,11.00,7.00,9.00,8.00,20.00,9.00,3.00,21.00,4.00,26.00,21.00,5.00,5.00,,24.00,85.00,71.00,72.00,84.00,69.00,75.00,70.00,97.00,62.00,74.00,68,193
2999,15280049296440,4.88,4,50,AnonymousRoadnl14130781,,46.00,42.00,51.00,51.00,41.00,50.00,45.00,51.00,43.00,43.00,42.00,44.00,49.00,53.00,53.00,46.00,113.00,44.00,57.00,57.00,18.00,46.00,42.00,60.00,37.00,49.00,45,176
3004,15280049593570,35.76,0,100,Ringweg-Zuid,,91.00,93.00,95.00,55.00,61.00,49.00,58.00,60.00,84.00,86.00,91.00,91.00,92.00,93.00,95.00,94.00,97.00,97.00,97.00,100.00,99.00,98.00,98.00,97.00,100.00,98.00,98,2940
3008,15280002502809,19.02,4,50,Europaboulevard,,45.00,39.00,49.00,40.00,26.00,5.00,38.00,38.00,48.00,46.00,44.00,48.00,45.00,50.00,52.00,50.00,52.00,47.00,48.00,48.00,54.00,52.00,54.00,49.00,45.00,48.00,48,533
3022,15280000283652,67.16,4,50,Europaboulevard,,45.00,44.00,49.00,40.00,42.00,46.00,47.00,54.00,47.00,44.00,47.00,48.00,45.00,40.00,45.00,42.00,45.00,43.00,42.00,47.00,45.00,47.00,57.00,52.00,56.00,41.00,52,432
3038,15280049593571,46.63,0,100,Ringweg-Zuid,,91.00,92.00,94.00,50.00,57.00,49.00,56.00,59.00,84.00,86.00,91.00,91.00,91.00,91.00,95.00,94.00,97.00,97.00,97.00,99.00,99.00,98.00,98.00,97.00,100.00,98.00,98,2938
3051,15280002733115,65.46,4,50,Europaboulevard,,37.00,35.00,39.00,29.00,26.00,3.00,30.00,24.00,34.00,36.00,38.00,47.00,35.00,42.00,46.00,46.00,49.00,44.00,46.00,45.00,51.00,46.00,50.00,39.00,41.00,49.00,43,532
3084,15280049804658,127.20,4,100,AnonymousRoadnl14130777,,68.00,76.00,71.00,66.00,74.00,71.00,67.00,75.00,74.00,72.00,76.00,72.00,72.00,72.00,69.00,74.00,75.00,70.00,64.00,75.00,74.00,76.00,66.00,68.00,79.00,63.00,66,469
3092,15280001961298,392.94,0,100,Ringweg-Zuid,,93.00,91.00,93.00,37.00,50.00,47.00,53.00,51.00,84.00,85.00,90.00,93.00,92.00,92.00,96.00,96.00,99.00,99.00,98.00,101.00,99.00,100.00,100.00,99.00,101.00,99.00,101,2528
3096,15280051009341,79.84,4,100,AnonymousRoadnl14130734,,70.00,73.00,79.00,64.00,59.00,61.00,67.00,70.00,66.00,65.00,71.00,70.00,78.00,76.00,81.00,67.00,69.00,76.00,69.00,64.00,72.00,76.00,79.00,87.00,76.00,80.00,69,409
3099,15280049296434,55.33,4,50,AnonymousRoadnl14130781,,46.00,42.00,51.00,51.00,44.00,50.00,44.00,51.00,41.00,43.00,44.00,44.00,50.00,53.00,53.00,48.00,113.00,48.00,57.00,58.00,18.00,49.00,42.00,50.00,34.00,47.00,46,178
3102,15280000283650,23.54,4,50,Europaboulevard,,46.00,48.00,53.00,45.00,46.00,47.00,52.00,54.00,49.00,49.00,47.00,52.00,46.00,43.00,45.00,46.00,46.00,50.00,43.00,47.00,46.00,49.00,60.00,52.00,65.00,41.00,54,432
3104,15280002158818,73.22,4,50,AnonymousRoadnl14130773,,11.00,11.00,8.00,7.00,8.00,10.00,11.00,13.00,13.00,9.00,,10.00,18.00,15.00,18.00,24.00,24.00,9.00,11.00,12.00,37.00,,,12.00,20.00,13.00,,246
3106,15280002158815,71.46,4,50,Europaboulevard,,11.00,20.00,14.00,18.00,3.00,3.00,25.00,32.00,16.00,29.00,9.00,5.00,18.00,14.00,24.00,21.00,30.00,9.00,13.00,13.00,14.00,35.00,11.00,9.00,6.00,33.00,30,285
3108,-15280002141065,45.24,4,50,Holterbergweg,,28.00,28.00,28.00,28.00,27.00,24.00,24.00,23.00,10.00,15.00,12.00,24.00,22.00,21.00,5.00,4.00,4.00,6.00,15.00,12.00,7.00,23.00,23.00,35.00,11.00,38.00,53,419
3110,15280002733142,60.95,4,50,Europaboulevard,,46.00,48.00,48.00,45.00,42.00,48.00,49.00,48.00,45.00,46.00,47.00,48.00,51.00,51.00,46.00,47.00,49.00,50.00,46.00,47.00,45.00,51.00,52.00,50.00,48.00,43.00,51,609
3114,15280051009342,60.75,4,100,AnonymousRoadnl14130734,,57.00,59.00,66.00,53.00,54.00,52.00,52.00,56.00,55.00,58.00,54.00,60.00,59.00,61.00,65.00,57.00,62.00,61.00,58.00,53.00,59.00,72.00,71.00,69.00,60.00,80.00,58,409
3119,15280002733116,12.88,4,50,Europaboulevard,,27.00,22.00,30.00,18.00,15.00,2.00,20.00,32.00,31.00,24.00,17.00,33.00,33.00,32.00,37.00,42.00,40.00,38.00,40.00,39.00,48.00,42.00,33.00,38.00,40.00,41.00,35,529
3143,-15280001669086,59.37,4,50,De Boelelaan,,42.00,51.00,52.00,49.00,40.00,32.00,38.00,43.00,46.00,48.00,17.00,40.00,34.00,,58.00,38.00,54.00,47.00,49.00,57.00,38.00,,69.00,48.00,54.00,47.00,,227
3148,15280002158819,68.80,4,50,Europaboulevard,,42.00,41.00,46.00,41.00,36.00,44.00,45.00,45.00,41.00,48.00,42.00,46.00,46.00,41.00,43.00,41.00,49.00,43.00,42.00,44.00,47.00,48.00,47.00,41.00,46.00,40.00,48,610
3153,15280049593632,97.77,4,100,AnonymousRoadnl14130734,,50.00,58.00,58.00,50.00,47.00,49.00,50.00,53.00,48.00,52.00,50.00,50.00,55.00,53.00,57.00,52.00,53.00,54.00,49.00,49.00,52.00,51.00,59.00,61.00,53.00,72.00,52,408
3158,15280049551419,157.61,2,70,Gooiseweg,,74.00,68.00,74.00,81.00,77.00,76.00,93.00,74.00,74.00,76.00,71.00,68.00,74.00,80.00,71.00,78.00,76.00,102.00,78.00,77.00,73.00,76.00,87.00,80.00,72.00,72.00,69,161
3159,-15280001668191,11.47,4,50,Holterbergweg,,35.00,38.00,36.00,36.00,31.00,30.00,29.00,25.00,12.00,21.00,12.00,34.00,28.00,25.00,14.00,8.00,3.00,12.00,16.00,22.00,33.00,25.00,39.00,51.00,35.00,52.00,58,393
3166,15280000285229,12.36,4,50,Europaboulevard,,32.00,32.00,44.00,18.00,3.00,10.00,42.00,32.00,34.00,29.00,14.00,12.00,35.00,37.00,42.00,41.00,36.00,30.00,48.00,34.00,33.00,42.00,44.00,6.00,4.00,37.00,35,283
3169,15280002158816,14.05,4,50,De Boelelaan,,29.00,33.00,41.00,30.00,11.00,31.00,,12.00,42.00,40.00,,40.00,15.00,36.00,,,40.00,33.00,,36.00,,85.00,6.00,37.00,,,,42
3174,15280049406403,14.19,4,50,De Boelelaan,,30.00,33.00,27.00,36.00,29.00,33.00,35.00,13.00,32.00,21.00,,40.00,18.00,33.00,41.00,39.00,40.00,33.00,24.00,36.00,37.00,85.00,26.00,22.00,19.00,27.00,,284
3179,15280049406402,11.42,4,50,De Boelelaan,,27.00,30.00,27.00,33.00,29.00,33.00,34.00,13.00,27.00,11.00,,40.00,18.00,33.00,38.00,39.00,40.00,33.00,24.00,9.00,37.00,85.00,6.00,13.00,19.00,26.00,,286
3185,15280002141067,68.72,4,50,AnonymousRoadnl14153914,,18.00,15.00,13.00,22.00,19.00,14.00,17.00,11.00,9.00,5.00,18.00,9.00,25.00,13.00,6.00,2.00,6.00,11.00,10.00,9.00,27.00,26.00,18.00,23.00,7.00,31.00,,431
3197,15280002765752,11.11,4,50,De Boelelaan,,30.00,31.00,27.00,28.00,15.00,34.00,13.00,40.00,26.00,37.00,33.00,35.00,31.00,35.00,38.00,31.00,38.00,39.00,5.00,28.00,44.00,41.00,25.00,36.00,20.00,35.00,29,143
3208,-15280001378427,13.74,4,50,De Boelelaan,,28.00,31.00,27.00,28.00,19.00,32.00,13.00,34.00,26.00,30.00,33.00,35.00,30.00,32.00,38.00,30.00,28.00,33.00,5.00,30.00,46.00,41.00,7.00,35.00,10.00,22.00,31,143
3213,-15280001182832,12.86,4,50,Europaboulevard,,27.00,33.00,41.00,30.00,11.00,31.00,,12.00,33.00,40.00,,21.00,15.00,36.00,,,40.00,31.00,,36.00,,29.00,6.00,35.00,,,,42
3215,-15280002141063,43.77,4,50,Holterbergweg,,42.00,38.00,42.00,44.00,40.00,37.00,39.00,42.00,40.00,32.00,32.00,39.00,38.00,40.00,31.00,43.00,23.00,32.00,41.00,35.00,18.00,52.00,61.00,56.00,,,88,286
3216,15280002120886,134.44,4,50,De Boelelaan,,35.00,34.00,40.00,45.00,36.00,44.00,29.00,14.00,35.00,41.00,,36.00,26.00,50.00,43.00,38.00,51.00,33.00,41.00,43.00,49.00,85.00,66.00,31.00,42.00,35.00,,278
3221,-15280001669089,62.58,4,50,De Boelelaan,,47.00,43.00,34.00,22.00,7.00,4.00,3.00,26.00,38.00,41.00,34.00,3.00,7.00,43.00,59.00,56.00,51.00,48.00,51.00,67.00,45.00,60.00,58.00,47.00,47.00,48.00,46,292
3224,15280001669085,108.34,4,50,De Boelelaan,,48.00,45.00,43.00,36.00,7.00,4.00,6.00,36.00,31.00,45.00,48.00,20.00,7.00,49.00,60.00,55.00,55.00,48.00,51.00,69.00,47.00,60.00,61.00,47.00,48.00,51.00,51,290
3227,-15280001669085,108.34,4,50,De Boelelaan,,41.00,46.00,43.00,46.00,34.00,44.00,36.00,56.00,46.00,45.00,54.00,40.00,36.00,,59.00,43.00,47.00,44.00,50.00,52.00,34.00,,,58.00,47.00,49.00,,229
3231,-15280001378428,9.72,4,50,De Boelelaan,,27.00,18.00,27.00,27.00,21.00,32.00,13.00,34.00,25.00,30.00,36.00,35.00,30.00,32.00,38.00,28.00,28.00,23.00,5.00,32.00,48.00,41.00,6.00,12.00,10.00,14.00,35,143
3235,15280002158822,12.59,4,50,De Boelelaan,,23.00,27.00,27.00,18.00,11.00,27.00,20.00,15.00,26.00,28.00,29.00,27.00,6.00,28.00,14.00,26.00,23.00,30.00,19.00,26.00,41.00,31.00,6.00,9.00,39.00,14.00,5,356
3240,15280049412078,15.00,4,50,De Boelelaan,,12.00,21.00,16.00,8.00,11.00,6.00,11.00,15.00,16.00,27.00,7.00,27.00,6.00,19.00,7.00,19.00,7.00,23.00,9.00,5.00,29.00,24.00,6.00,9.00,39.00,14.00,5,356
3249,15280001669078,64.21,4,50,De Boelelaan,,39.00,29.00,10.00,13.00,2.00,4.00,3.00,17.00,30.00,21.00,17.00,4.00,7.00,24.00,51.00,52.00,46.00,32.00,41.00,49.00,44.00,57.00,53.00,32.00,23.00,46.00,45,348
3258,15280049412077,81.09,4,50,De Boelelaan,,10.00,6.00,6.00,7.00,3.00,7.00,4.00,6.00,6.00,5.00,7.00,4.00,6.00,8.00,10.00,8.00,12.00,5.00,14.00,12.00,32.00,16.00,15.00,15.00,21.00,21.00,20,349
3263,-15280001669073,44.68,4,50,Europaboulevard,,32.00,27.00,37.00,28.00,29.00,25.00,40.00,23.00,36.00,29.00,27.00,25.00,29.00,35.00,39.00,40.00,32.00,33.00,29.00,34.00,44.00,42.00,45.00,12.00,32.00,37.00,35,496
3270,15280049593636,113.16,4,130,AnonymousRoadnl14130726,,58.00,,,,,,,,,,,,,,,,,,,,,,,,,,,465
3276,15280049593573,69.21,4,50,AnonymousRoadnl14130734,,12.00,41.00,,,,41.00,46.00,,,,,,43.00,,,,,,,,,,,,,,,403
3278,-15280002643779,56.92,4,50,Holterbergweg,,44.00,45.00,45.00,43.00,41.00,41.00,40.00,37.00,37.00,41.00,38.00,39.00,38.00,42.00,36.00,32.00,33.00,37.00,40.00,39.00,37.00,58.00,61.00,44.00,38.00,,88,367
3281,15280001378518,24.02,4,50,AnonymousRoadnl14130745,,26.00,,,,,,,,,,,,,,,,,,,,,,,,,,,317
3283,-15280002643752,13.25,4,50,Holterbergweg,,19.00,9.00,30.00,34.00,22.00,47.00,28.00,21.00,33.00,34.00,14.00,11.00,24.00,20.00,24.00,22.00,17.00,2.00,10.00,3.00,19.00,14.00,16.00,28.00,49.00,,53,94
3286,15280001378515,20.61,4,50,AnonymousRoadnl14130734,,16.00,,,,,39.00,44.00,,,,,,41.00,,,,,,,,,,,,,,,85
3292,15280001378430,6.04,4,50,AnonymousRoadnl14130734,,30.00,,,,,,,,,,,,,,,,,,,,,,,,,,,85
3303,15280001378516,14.83,4,50,Europaboulevard,,30.00,59.00,,,,,,,,,,,,,,,,,,,49.00,,,,,,,148
3309,15280001182824,5.94,4,50,AnonymousRoadnl14130734,,30.00,69.00,,,,72.00,,,,,,,,,,,,,,,,,,,,,,85
3313,15280049540854,116.86,4,130,AnonymousRoadnl14130726,,67.00,,,,,,,,,,,,,,,,,,,,,,,,,,,468
3319,15280049296536,27.65,4,50,AnonymousRoadnl14130738,,36.00,,,,,,,,,,,,,,,,,,,,,,,,,,,334
3325,-15280049296532,7.84,4,50,Europaboulevard,,36.00,35.00,40.00,33.00,34.00,36.00,43.00,32.00,36.00,34.00,36.00,38.00,43.00,39.00,40.00,41.00,38.00,35.00,34.00,39.00,46.00,46.00,49.00,43.00,48.00,41.00,41,496
3329,15280049593633,80.29,4,100,AnonymousRoadnl14130734,,44.00,55.00,54.00,45.00,43.00,40.00,42.00,51.00,43.00,47.00,45.00,27.00,43.00,51.00,50.00,43.00,48.00,51.00,43.00,42.00,49.00,46.00,54.00,64.00,50.00,51.00,51,408
3333,-15280001669074,65.12,4,50,Europaboulevard,,23.00,,,,,,,,,,,,,,,,,,,,,,,,,,,42
3338,15280049593574,5.64,4,50,AnonymousRoadnl14130734,,20.00,8.00,14.00,5.00,7.00,29.00,26.00,24.00,8.00,4.00,35.00,24.00,27.00,28.00,28.00,8.00,22.00,25.00,23.00,10.00,10.00,9.00,13.00,52.00,11.00,28.00,15,403
3339,15280002141074,23.08,4,50,AnonymousRoadnl14153747,,18.00,15.00,,35.00,,3.00,,21.00,28.00,,,19.00,,31.00,18.00,,15.00,38.00,2.00,31.00,8.00,,,,,,,16
3341,-15280049296531,45.61,4,50,Europaboulevard,,44.00,,,,,,,,,,,,,,,,,,,,,,,,,,,162
3347,15280001378517,76.61,4,50,Europaboulevard,,35.00,38.00,40.00,36.00,23.00,37.00,35.00,38.00,37.00,39.00,35.00,39.00,39.00,33.00,34.00,37.00,40.00,48.00,34.00,37.00,41.00,41.00,38.00,43.00,20.00,28.00,38,466
3362,15280049804662,27.98,4,50,AnonymousRoadnl14130726,,44.00,46.00,41.00,31.00,20.00,24.00,32.00,38.00,45.00,45.00,35.00,41.00,44.00,42.00,54.00,49.00,44.00,49.00,46.00,57.00,38.00,42.00,58.00,43.00,49.00,31.00,,464
3366,15280049804663,129.92,4,130,AnonymousRoadnl14130726,,54.00,56.00,50.00,9.00,9.00,13.00,28.00,47.00,54.00,56.00,49.00,53.00,53.00,54.00,59.00,58.00,59.00,60.00,57.00,86.00,52.00,59.00,59.00,43.00,55.00,50.00,,465
3375,15280001669070,10.04,4,50,Europaboulevard,,43.00,40.00,48.00,42.00,42.00,48.00,46.00,44.00,39.00,47.00,38.00,53.00,46.00,41.00,37.00,44.00,52.00,37.00,,41.00,51.00,42.00,49.00,40.00,48.00,47.00,37,210
3379,-15280001339268,6.02,4,50,Europaboulevard,,43.00,41.00,49.00,42.00,42.00,48.00,46.00,44.00,39.00,47.00,38.00,53.00,46.00,41.00,41.00,44.00,52.00,37.00,,40.00,51.00,42.00,49.00,40.00,45.00,47.00,37,210
3381,15280001378395,6.05,4,50,AnonymousRoadnl14130734,,38.00,41.00,,,,42.00,46.00,,,,,,44.00,,,,,,,,,,,,,,,331
3387,15280001378433,6.60,4,50,AnonymousRoadnl14130734,,38.00,38.00,,,,,,,,,,,,,39.00,,,,,,45.00,,,,,,,331
3393,-15280001669075,15.51,4,50,Europaboulevard,,30.00,,,,,,,,,,,,,,,,,,,,,,,,,,,42
3399,15280049296535,28.70,4,50,AnonymousRoadnl14130738,,33.00,,,,,,,,,,,,,,11.00,,,,,,,,,,,,,49
3405,15280049593576,7.68,4,50,AnonymousRoadnl14130726,,41.00,43.00,31.00,30.00,25.00,26.00,29.00,36.00,43.00,44.00,32.00,35.00,40.00,39.00,54.00,49.00,38.00,41.00,39.00,57.00,29.00,42.00,58.00,43.00,48.00,31.00,,465
3409,15280000285173,10.02,4,50,Europaboulevard,,17.00,33.00,37.00,28.00,13.00,28.00,7.00,4.00,38.00,18.00,8.00,36.00,38.00,4.00,34.00,4.00,30.00,,26.00,3.00,18.00,52.00,38.00,50.00,8.00,21.00,18,147
